company_size,industry,lead_source,website_visits,pages_per_session,email_opens,email_clicks,content_downloads,webinar_attended,demo_requested,days_since_first_touch,days_since_last_activity,converted
11-50,Manufacturing,Direct,3,3.9,1,1,3,0,0,168,7,0
11-50,Technology,Organic Search,1,7.3,2,2,1,1,1,94,74,0
1-10,Technology,Organic Search,6,1.1,6,0,2,0,0,124,18,0
51-200,Manufacturing,Event,8,5.1,3,2,1,1,1,176,67,0
201-500,Technology,Paid Ads,6,10.1,3,1,2,0,0,21,65,0
1-10,Retail,Paid Ads,4,6.1,3,0,2,0,0,133,11,0
51-200,Professional Services,Referral,3,6.5,4,2,1,0,0,128,10,0
201-500,Financial Services,Paid Ads,6,7.8,1,1,2,0,1,35,76,0
201-500,Manufacturing,Paid Ads,6,5.8,2,0,2,0,0,3,0,0
501-1000,Technology,Organic Search,1,10.5,4,0,1,0,0,114,19,0
51-200,Financial Services,Referral,4,5.4,2,2,0,0,0,66,89,0
501-1000,Professional Services,Organic Search,4,11.4,1,1,0,1,0,57,9,0
11-50,Manufacturing,Event,3,10.6,5,0,1,0,0,43,55,0
11-50,Professional Services,Event,6,5.6,2,0,0,1,0,98,33,0
11-50,Financial Services,Paid Ads,3,5.0,4,1,0,1,0,46,38,0
51-200,Financial Services,Referral,2,8.4,4,0,3,0,1,14,11,1
11-50,Manufacturing,Referral,4,9.3,3,0,4,0,1,8,53,1
11-50,Manufacturing,Social Media,3,3.0,3,1,4,0,1,47,30,0
201-500,Education,Paid Ads,2,3.7,1,0,2,0,0,111,60,1
11-50,Technology,Social Media,6,2.6,4,2,2,0,0,95,71,0
11-50,Professional Services,Organic Search,7,9.4,3,3,2,0,0,133,44,1
1-10,Professional Services,Referral,7,8.9,1,1,0,0,1,108,1,0
51-200,Manufacturing,Organic Search,6,3.1,2,1,0,0,0,53,59,0
11-50,Financial Services,Direct,5,6.9,1,1,1,1,0,165,44,0
11-50,Manufacturing,Paid Ads,2,9.4,6,0,0,0,0,106,63,0
11-50,Financial Services,Social Media,6,11.4,2,1,0,0,0,111,71,0
201-500,Professional Services,Referral,3,3.0,3,2,0,0,0,90,16,0
1000+,Manufacturing,Organic Search,3,4.3,4,3,2,1,0,76,9,1
51-200,Education,Organic Search,4,4.8,1,0,2,1,0,178,38,0
51-200,Retail,Paid Ads,3,7.9,1,0,1,0,0,70,81,0
501-1000,Manufacturing,Social Media,8,2.5,5,1,0,0,0,146,27,0
1000+,Retail,Social Media,7,3.1,4,0,0,0,0,16,38,0
51-200,Manufacturing,Organic Search,11,9.6,3,2,2,0,1,170,71,1
501-1000,Education,Referral,1,7.0,0,0,0,0,1,136,72,1
1000+,Technology,Paid Ads,9,2.8,6,1,1,1,0,148,69,0
201-500,Education,Referral,4,5.3,4,2,1,0,0,58,84,0
51-200,Professional Services,Paid Ads,3,2.5,2,1,1,0,0,118,72,0
1-10,Professional Services,Direct,4,5.0,5,0,0,0,0,136,14,0
1-10,Manufacturing,Referral,1,5.4,2,2,1,1,0,13,39,0
51-200,Professional Services,Paid Ads,6,2.2,2,2,2,1,0,117,70,0
51-200,Financial Services,Social Media,5,1.7,3,2,0,0,0,154,51,0
51-200,Professional Services,Event,4,10.7,1,1,2,0,0,152,13,0
51-200,Technology,Paid Ads,2,10.8,5,1,0,0,1,137,63,1
51-200,Financial Services,Organic Search,3,1.0,2,2,1,1,0,160,15,1
501-1000,Healthcare,Organic Search,10,8.1,1,1,0,0,0,51,28,0
1-10,Financial Services,Paid Ads,2,2.0,1,1,2,0,0,124,87,1
11-50,Healthcare,Social Media,3,9.9,6,1,0,0,0,49,87,1
201-500,Professional Services,Social Media,5,10.7,4,0,0,0,0,155,2,0
501-1000,Financial Services,Paid Ads,5,7.8,2,1,2,0,0,94,34,1
1000+,Retail,Organic Search,6,7.7,3,3,2,0,0,149,28,0
501-1000,Technology,Social Media,9,5.1,3,0,3,1,0,51,48,1
501-1000,Professional Services,Referral,3,3.7,1,1,0,1,0,55,74,0
11-50,Professional Services,Event,4,6.5,5,0,0,0,0,174,74,0
51-200,Healthcare,Social Media,3,2.5,4,0,2,0,1,162,12,0
11-50,Retail,Organic Search,4,8.4,4,2,2,0,0,35,67,0
51-200,Education,Social Media,5,6.2,2,0,1,0,1,70,2,0
1000+,Professional Services,Referral,7,3.0,5,0,1,0,0,28,45,0
11-50,Healthcare,Referral,8,7.5,4,1,0,0,0,114,51,1
51-200,Manufacturing,Paid Ads,4,9.7,2,0,1,0,0,8,36,0
11-50,Professional Services,Event,5,7.5,2,2,0,1,0,5,79,0
11-50,Financial Services,Organic Search,3,6.8,3,2,2,0,1,99,57,0
11-50,Professional Services,Organic Search,5,10.3,2,0,2,0,0,161,87,0
1-10,Financial Services,Organic Search,4,1.1,2,0,3,0,0,133,39,0
1000+,Professional Services,Event,4,7.8,2,0,3,1,1,125,36,1
51-200,Technology,Social Media,3,5.5,1,1,1,0,1,105,53,0
501-1000,Technology,Paid Ads,3,3.1,3,0,3,0,0,33,21,0
201-500,Education,Organic Search,7,11.8,2,1,0,0,0,38,71,0
11-50,Professional Services,Organic Search,4,5.4,1,1,2,0,0,111,27,0
11-50,Professional Services,Social Media,6,4.7,1,0,0,0,0,166,10,1
501-1000,Education,Referral,4,2.9,4,2,3,0,0,9,42,1
11-50,Healthcare,Social Media,5,12.0,3,0,1,0,0,68,62,0
1000+,Financial Services,Social Media,5,10.4,2,1,2,0,0,34,48,1
1-10,Technology,Event,6,1.8,1,1,2,0,1,26,4,1
201-500,Manufacturing,Paid Ads,6,7.2,3,1,4,0,0,64,1,0
501-1000,Financial Services,Event,3,2.6,6,0,0,1,0,35,66,1
11-50,Education,Paid Ads,4,8.9,6,1,0,0,1,44,89,1
11-50,Technology,Social Media,6,6.3,3,0,1,1,0,79,18,0
1000+,Technology,Referral,3,2.2,3,3,3,0,0,134,86,0
11-50,Financial Services,Direct,5,7.1,1,1,3,0,1,98,44,1
51-200,Technology,Paid Ads,4,11.0,2,2,1,0,1,98,12,1
51-200,Financial Services,Social Media,5,4.8,2,0,1,1,0,108,24,0
11-50,Retail,Referral,6,1.6,1,1,3,0,0,41,86,0
201-500,Financial Services,Direct,5,11.4,9,1,1,0,0,14,28,1
201-500,Retail,Organic Search,7,2.6,5,2,2,0,0,6,75,1
11-50,Professional Services,Referral,7,6.2,2,1,0,0,0,156,56,0
501-1000,Retail,Organic Search,5,7.0,1,1,5,0,0,157,72,0
11-50,Retail,Direct,4,3.6,2,2,1,0,0,61,38,0
1-10,Healthcare,Event,4,3.0,3,2,3,0,0,141,10,0
51-200,Technology,Social Media,8,2.2,5,1,2,0,1,47,43,1
1000+,Financial Services,Referral,2,1.8,5,3,1,0,0,55,85,0
1-10,Education,Social Media,6,6.6,2,0,1,1,0,124,89,0
11-50,Retail,Referral,7,10.3,3,2,2,0,0,166,36,0
51-200,Financial Services,Paid Ads,2,2.4,2,2,1,0,0,110,10,0
501-1000,Healthcare,Event,3,8.7,3,0,2,0,0,172,19,0
1-10,Professional Services,Referral,5,5.5,2,0,2,0,1,178,34,1
11-50,Retail,Paid Ads,5,1.4,7,0,2,0,0,6,88,0
201-500,Manufacturing,Social Media,5,6.9,7,1,0,1,0,74,47,0
11-50,Professional Services,Organic Search,6,3.8,5,1,1,0,0,85,44,0
11-50,Retail,Social Media,8,7.7,5,1,1,0,0,33,73,0
11-50,Retail,Referral,4,4.8,4,0,2,0,0,39,15,0
51-200,Technology,Social Media,2,8.3,4,1,1,0,0,175,25,0
51-200,Technology,Organic Search,4,11.1,3,1,1,0,1,33,67,1
501-1000,Education,Social Media,2,3.7,4,1,2,1,0,87,35,1
51-200,Manufacturing,Social Media,3,11.3,3,0,3,0,0,87,53,1
201-500,Healthcare,Social Media,3,3.2,2,1,1,0,0,119,73,0
1000+,Manufacturing,Referral,3,1.8,3,1,2,1,0,99,66,0
51-200,Technology,Social Media,3,3.1,3,1,1,0,0,8,47,1
51-200,Professional Services,Referral,6,10.0,3,2,1,0,0,81,6,0
1000+,Financial Services,Organic Search,5,8.5,4,0,2,0,1,61,77,0
11-50,Professional Services,Organic Search,8,11.7,0,0,0,0,0,23,7,1
201-500,Manufacturing,Paid Ads,10,8.8,3,1,1,0,1,177,5,1
201-500,Financial Services,Event,8,5.5,2,2,0,0,0,97,19,0
1-10,Technology,Paid Ads,5,10.8,3,1,3,0,0,173,25,1
51-200,Professional Services,Social Media,6,11.5,4,0,0,1,0,164,71,1
11-50,Technology,Social Media,6,9.7,0,0,0,0,1,177,50,1
11-50,Technology,Paid Ads,7,7.1,2,1,1,0,0,43,83,1
51-200,Professional Services,Organic Search,6,10.1,7,0,0,0,0,148,10,0
11-50,Healthcare,Paid Ads,6,3.0,1,0,2,0,0,8,87,0
201-500,Healthcare,Paid Ads,5,10.9,2,0,1,0,0,90,43,0
1000+,Financial Services,Organic Search,5,12.0,3,2,2,0,0,156,53,0
501-1000,Professional Services,Event,3,8.3,1,1,1,0,0,103,1,0
11-50,Financial Services,Direct,6,3.2,2,1,1,0,0,37,65,0
11-50,Financial Services,Organic Search,10,2.6,4,0,1,0,0,14,45,0
11-50,Financial Services,Organic Search,4,11.6,2,1,0,0,0,83,67,0
1-10,Financial Services,Social Media,2,10.6,2,1,0,1,0,142,82,0
1000+,Financial Services,Direct,7,9.2,2,1,2,0,0,165,19,1
51-200,Technology,Direct,6,11.4,1,1,3,1,0,135,85,0
11-50,Technology,Direct,5,6.5,5,0,2,0,0,80,43,0
501-1000,Healthcare,Paid Ads,6,10.8,3,1,1,0,1,127,28,1
11-50,Professional Services,Direct,4,2.8,3,0,1,0,0,141,63,0
1-10,Technology,Paid Ads,8,3.0,3,2,0,0,0,69,0,1
11-50,Financial Services,Organic Search,4,6.6,4,1,1,0,0,48,61,1
51-200,Education,Social Media,5,4.7,6,1,0,0,0,48,82,0
201-500,Professional Services,Referral,8,5.8,3,1,0,0,0,134,18,1
11-50,Retail,Event,6,9.8,1,1,3,0,1,145,51,0
1000+,Financial Services,Social Media,5,1.6,3,1,1,0,0,35,70,0
501-1000,Healthcare,Event,3,8.9,5,1,2,0,0,175,52,0
501-1000,Financial Services,Paid Ads,4,2.0,1,1,1,0,0,4,83,0
11-50,Technology,Paid Ads,9,10.3,4,0,2,0,1,76,73,0
1-10,Healthcare,Event,8,3.2,4,2,1,0,0,87,24,0
501-1000,Manufacturing,Referral,7,9.1,4,1,0,0,0,10,35,0
11-50,Healthcare,Organic Search,3,7.5,1,0,1,0,1,130,60,0
51-200,Retail,Paid Ads,11,5.2,3,0,2,0,0,162,37,0
201-500,Financial Services,Event,8,3.9,3,1,0,0,0,43,35,0
1-10,Financial Services,Direct,3,1.6,2,2,1,1,1,124,76,1
201-500,Professional Services,Event,8,4.9,3,0,0,0,0,171,10,1
1000+,Professional Services,Social Media,7,3.2,7,1,1,0,0,121,44,0
201-500,Financial Services,Event,1,2.5,3,0,2,0,1,81,34,0
51-200,Manufacturing,Organic Search,4,9.1,2,0,0,1,0,170,66,0
501-1000,Financial Services,Referral,6,3.3,1,1,0,0,0,72,88,0
51-200,Technology,Referral,8,3.5,5,0,0,0,0,121,81,0
201-500,Retail,Direct,8,4.7,4,2,1,1,0,138,31,0
501-1000,Technology,Organic Search,8,6.1,3,0,0,0,0,111,35,0
201-500,Healthcare,Direct,8,6.7,4,0,1,1,0,57,11,1
11-50,Manufacturing,Social Media,9,8.3,2,0,2,0,0,128,80,0
1-10,Technology,Organic Search,5,7.5,1,0,1,0,0,56,27,1
11-50,Technology,Referral,3,6.3,2,0,1,0,0,87,29,0
51-200,Financial Services,Organic Search,4,5.3,2,2,2,0,0,98,34,0
51-200,Education,Social Media,10,3.9,2,0,2,0,1,52,83,1
51-200,Retail,Referral,5,8.8,1,1,0,0,0,138,89,0
11-50,Healthcare,Event,4,4.5,2,2,1,0,0,46,27,0
201-500,Technology,Referral,3,10.3,3,2,1,0,0,29,58,1
1000+,Retail,Event,4,7.4,2,1,3,1,0,130,21,0
11-50,Technology,Paid Ads,5,8.0,0,0,2,1,0,158,41,0
201-500,Manufacturing,Direct,9,6.6,2,1,2,0,0,44,64,0
201-500,Professional Services,Direct,3,11.2,4,1,1,0,0,93,45,1
51-200,Healthcare,Social Media,3,5.6,4,0,5,0,0,167,82,0
11-50,Financial Services,Paid Ads,6,5.7,2,0,2,0,0,67,45,0
201-500,Technology,Direct,11,10.8,7,1,2,1,1,73,69,0
1000+,Technology,Event,7,7.7,1,1,2,1,0,125,41,0
201-500,Healthcare,Direct,6,5.9,3,3,3,0,1,114,66,1
1000+,Professional Services,Organic Search,10,3.9,0,0,0,0,0,23,74,0
1000+,Financial Services,Event,8,3.7,3,1,2,1,0,8,87,0
11-50,Manufacturing,Organic Search,5,9.8,2,1,1,1,0,66,30,0
51-200,Retail,Referral,6,4.1,3,3,2,1,0,81,50,0
51-200,Technology,Social Media,8,1.1,4,4,4,0,0,110,63,0
1000+,Technology,Paid Ads,9,1.2,2,0,0,0,0,72,79,0
1-10,Financial Services,Organic Search,4,11.8,3,0,3,1,0,24,9,1
51-200,Retail,Referral,3,7.2,2,2,2,0,0,136,3,1
501-1000,Healthcare,Paid Ads,4,6.4,2,1,1,0,0,78,7,0
11-50,Retail,Social Media,6,11.1,2,0,0,0,0,10,11,0
201-500,Professional Services,Organic Search,6,4.9,4,2,1,0,1,107,24,0
11-50,Professional Services,Paid Ads,5,9.7,5,2,0,1,0,73,24,0
1000+,Education,Referral,1,8.9,4,1,2,1,0,96,9,0
501-1000,Professional Services,Direct,6,6.2,5,1,0,1,0,154,85,0
11-50,Professional Services,Referral,4,9.5,2,1,1,0,0,35,73,0
201-500,Professional Services,Paid Ads,2,11.6,4,2,1,1,0,120,17,0
11-50,Retail,Direct,6,3.2,1,1,1,0,0,22,35,0
51-200,Professional Services,Direct,13,1.2,2,0,0,0,0,140,34,0
201-500,Education,Social Media,6,10.0,4,2,2,0,0,66,76,0
501-1000,Manufacturing,Referral,3,5.4,3,2,0,1,0,137,3,0
1-10,Retail,Paid Ads,7,7.0,7,2,1,1,1,8,77,0
11-50,Manufacturing,Social Media,6,3.4,0,0,1,1,0,119,7,0
201-500,Professional Services,Event,6,10.3,4,0,2,1,0,45,47,1
51-200,Healthcare,Direct,4,8.9,1,1,2,0,0,71,52,0
51-200,Professional Services,Organic Search,9,11.5,4,0,1,1,0,42,18,1
1-10,Professional Services,Paid Ads,4,6.2,2,0,2,0,0,72,8,0
11-50,Education,Direct,2,11.7,3,2,3,1,0,142,38,0
501-1000,Financial Services,Direct,2,6.6,1,1,2,1,0,10,80,1
1-10,Retail,Social Media,6,7.8,3,0,1,0,0,108,50,0
11-50,Professional Services,Organic Search,2,8.4,2,1,3,0,0,35,79,0
1000+,Education,Social Media,3,6.4,1,1,1,0,0,72,31,0
1-10,Education,Referral,5,7.2,0,0,1,1,0,100,55,0
201-500,Manufacturing,Paid Ads,4,3.5,1,1,1,0,1,18,78,1
11-50,Manufacturing,Paid Ads,11,5.0,3,1,1,0,0,161,35,1
501-1000,Technology,Paid Ads,5,8.7,1,1,0,1,0,122,88,0
201-500,Education,Referral,4,1.4,2,0,1,0,0,110,79,0
501-1000,Financial Services,Organic Search,4,8.7,0,0,1,0,1,167,53,0
11-50,Retail,Referral,7,4.3,8,0,0,1,0,70,43,1
51-200,Professional Services,Organic Search,3,4.0,1,1,5,0,0,26,15,0
201-500,Healthcare,Paid Ads,9,8.6,1,0,0,0,1,149,17,1
11-50,Financial Services,Direct,2,3.4,1,0,3,0,0,114,79,1
11-50,Technology,Social Media,8,11.6,2,0,5,0,1,81,31,0
1-10,Professional Services,Organic Search,3,11.9,5,1,2,0,0,16,83,0
1000+,Manufacturing,Social Media,6,6.0,2,2,3,0,0,47,32,0
201-500,Technology,Organic Search,5,5.4,2,2,0,1,0,105,22,1
51-200,Retail,Referral,4,1.9,3,1,4,0,0,15,52,0
201-500,Financial Services,Paid Ads,8,9.6,4,3,2,1,0,99,27,1
51-200,Professional Services,Direct,4,2.8,5,0,0,0,0,149,36,0
51-200,Financial Services,Organic Search,6,11.3,5,0,1,0,0,81,41,1
51-200,Financial Services,Direct,4,11.9,4,0,1,0,0,111,73,0
51-200,Technology,Social Media,1,2.3,0,0,2,0,1,39,75,0
11-50,Manufacturing,Paid Ads,4,8.5,3,1,0,0,0,104,56,0
501-1000,Healthcare,Direct,7,6.1,1,0,0,0,0,33,84,0
501-1000,Professional Services,Paid Ads,7,7.0,2,1,4,0,0,129,22,1
11-50,Healthcare,Social Media,6,3.0,7,0,0,1,1,96,58,0
51-200,Financial Services,Event,6,9.0,4,1,1,0,1,109,36,1
1-10,Financial Services,Paid Ads,8,2.8,2,0,0,1,1,58,37,0
1000+,Financial Services,Organic Search,3,10.7,3,1,1,0,0,63,65,0
1000+,Education,Direct,7,6.0,6,1,1,0,0,118,30,0
1000+,Technology,Organic Search,3,8.0,3,2,0,0,0,111,21,1
11-50,Education,Direct,10,11.1,1,0,0,0,0,124,43,0
11-50,Financial Services,Paid Ads,3,9.1,2,2,1,0,0,26,8,0
11-50,Technology,Paid Ads,1,6.9,4,0,1,0,0,34,50,0
1-10,Financial Services,Paid Ads,5,5.4,1,1,2,1,0,54,64,0
1-10,Technology,Referral,8,6.1,2,1,4,0,0,70,13,1
1-10,Professional Services,Direct,6,4.8,2,2,5,0,0,97,36,1
1000+,Manufacturing,Organic Search,4,11.4,5,1,3,0,0,94,25,1
1-10,Financial Services,Social Media,4,3.8,0,0,1,1,0,13,11,0
1-10,Retail,Paid Ads,10,5.5,3,1,1,1,0,7,11,0
501-1000,Retail,Organic Search,3,9.6,3,0,1,0,0,148,43,0
51-200,Education,Paid Ads,12,5.0,3,0,0,0,0,104,49,0
201-500,Education,Referral,4,10.8,2,1,3,1,0,8,50,0
51-200,Retail,Social Media,5,3.7,2,2,2,0,0,153,5,1
501-1000,Professional Services,Paid Ads,8,1.3,3,1,1,0,0,67,2,0
51-200,Professional Services,Direct,3,7.9,3,2,2,1,0,119,10,0
51-200,Manufacturing,Paid Ads,9,6.6,0,0,2,0,0,82,71,0
201-500,Retail,Event,7,11.3,4,2,1,1,0,35,57,0
51-200,Technology,Organic Search,2,5.7,3,1,4,0,0,122,44,0
11-50,Professional Services,Social Media,7,2.5,0,0,0,0,0,66,2,0
51-200,Education,Paid Ads,2,4.6,3,2,3,0,0,28,2,0
11-50,Technology,Referral,4,5.3,4,0,2,0,0,40,35,0
201-500,Professional Services,Event,6,7.4,2,2,2,1,0,148,77,0
11-50,Education,Social Media,12,4.0,5,1,0,0,0,94,9,0
11-50,Financial Services,Paid Ads,6,7.1,4,0,0,1,0,77,52,0
11-50,Manufacturing,Social Media,4,11.0,3,3,0,0,0,140,51,1
501-1000,Education,Paid Ads,1,5.7,1,1,1,1,0,45,86,0
11-50,Education,Organic Search,5,8.2,5,1,1,0,1,27,26,0
201-500,Technology,Social Media,3,3.5,3,3,1,0,1,18,25,0
501-1000,Financial Services,Direct,3,9.8,6,1,0,0,0,19,54,0
1-10,Retail,Organic Search,6,4.0,5,1,2,0,0,166,37,0
201-500,Financial Services,Social Media,5,7.4,3,2,0,0,0,162,15,0
11-50,Financial Services,Event,8,4.3,3,1,5,1,0,73,59,0
11-50,Technology,Referral,9,1.7,3,3,2,1,0,85,86,0
201-500,Technology,Referral,6,4.5,1,1,1,0,0,69,82,0
1000+,Manufacturing,Organic Search,5,3.3,0,0,5,0,1,99,9,1
11-50,Retail,Organic Search,3,10.8,4,0,1,0,0,33,71,0
51-200,Retail,Paid Ads,6,3.9,5,1,5,1,1,119,63,1
11-50,Professional Services,Social Media,3,11.7,1,1,1,0,1,91,57,0
51-200,Healthcare,Paid Ads,6,6.4,2,0,2,0,0,164,41,0
51-200,Financial Services,Referral,10,3.4,2,1,2,0,0,58,71,0
51-200,Technology,Referral,4,5.3,3,0,1,1,0,137,51,1
51-200,Financial Services,Organic Search,4,3.0,0,0,2,0,0,30,8,0
1-10,Financial Services,Social Media,1,10.2,3,0,2,0,1,17,11,1
201-500,Technology,Social Media,3,2.3,3,2,3,0,1,135,65,0
201-500,Technology,Referral,5,10.6,0,0,1,1,0,160,36,1
201-500,Technology,Referral,4,1.5,4,0,1,0,0,161,52,0
1-10,Retail,Paid Ads,6,4.3,2,1,1,1,0,11,72,0
51-200,Retail,Referral,7,2.5,3,0,4,1,0,64,24,0
51-200,Education,Event,3,8.5,2,0,1,0,0,85,80,0
1-10,Professional Services,Social Media,1,6.6,3,2,1,0,0,52,21,0
11-50,Manufacturing,Social Media,3,11.3,3,0,0,1,0,54,40,0
51-200,Technology,Organic Search,7,5.0,0,0,1,0,0,67,25,0
201-500,Manufacturing,Event,4,1.4,3,2,0,0,0,5,62,0
11-50,Technology,Paid Ads,2,9.4,3,1,1,0,0,166,11,0
501-1000,Healthcare,Organic Search,1,7.4,5,1,0,1,0,54,30,0
51-200,Healthcare,Organic Search,9,10.1,4,1,6,0,0,105,24,1
201-500,Healthcare,Event,2,5.7,3,1,0,0,0,142,64,0
51-200,Financial Services,Social Media,3,9.1,4,0,4,0,0,30,6,0
51-200,Retail,Event,8,2.9,4,0,0,0,1,37,58,0
51-200,Professional Services,Referral,3,12.0,6,1,1,0,0,114,60,0
1000+,Professional Services,Direct,4,2.9,0,0,4,0,0,178,65,1
51-200,Retail,Referral,4,10.1,0,0,2,1,0,72,46,0
51-200,Manufacturing,Social Media,6,3.3,2,2,2,1,0,164,58,1
51-200,Technology,Organic Search,6,9.6,3,1,1,0,0,4,11,0
201-500,Retail,Social Media,3,10.5,8,3,1,0,0,132,49,1
1-10,Manufacturing,Referral,5,10.6,6,0,1,0,1,174,62,1
51-200,Financial Services,Organic Search,3,6.2,2,1,1,0,0,134,22,1
51-200,Financial Services,Organic Search,3,5.7,4,1,2,0,0,21,16,0
1000+,Education,Paid Ads,6,10.2,6,0,0,0,0,3,26,1
51-200,Retail,Organic Search,8,7.4,1,1,0,0,0,75,44,1
51-200,Manufacturing,Social Media,4,7.8,2,2,0,0,0,101,4,1
1000+,Retail,Referral,3,3.6,2,2,2,0,0,118,82,0
51-200,Healthcare,Direct,9,5.9,4,1,2,0,1,167,58,0
11-50,Manufacturing,Referral,5,5.1,4,2,1,0,0,105,68,0
11-50,Financial Services,Social Media,10,8.3,2,0,0,0,0,48,76,1
1-10,Healthcare,Social Media,5,3.2,2,0,0,0,0,1,52,0
1-10,Retail,Social Media,4,5.5,3,1,2,0,0,167,69,0
51-200,Technology,Paid Ads,6,10.3,4,1,2,0,0,109,52,0
201-500,Professional Services,Paid Ads,6,7.0,7,0,3,0,0,122,69,1
201-500,Financial Services,Organic Search,5,10.9,5,2,2,0,0,131,5,0
1-10,Retail,Social Media,9,3.6,2,0,4,0,1,144,74,0
51-200,Retail,Paid Ads,2,5.8,4,0,2,0,0,153,38,0
11-50,Retail,Referral,4,6.5,2,0,1,0,0,156,42,0
1000+,Retail,Direct,5,5.4,4,0,2,0,0,33,27,0
11-50,Education,Social Media,12,8.5,2,0,3,0,0,54,36,0
51-200,Manufacturing,Paid Ads,7,2.6,2,1,0,0,0,7,42,0
11-50,Retail,Referral,2,6.7,6,2,2,0,0,22,33,1
51-200,Retail,Social Media,8,2.5,1,1,3,0,0,170,85,0
51-200,Financial Services,Direct,6,7.9,1,1,4,0,0,76,46,0
201-500,Financial Services,Event,5,10.1,3,1,0,0,0,122,70,0
11-50,Healthcare,Paid Ads,9,1.2,2,1,1,1,0,102,86,0
1000+,Financial Services,Direct,3,6.0,2,2,1,0,1,82,54,0
51-200,Healthcare,Organic Search,6,6.4,6,1,3,0,0,30,30,0
201-500,Healthcare,Paid Ads,2,8.9,3,0,1,0,0,130,63,0
501-1000,Retail,Organic Search,5,1.8,4,1,2,0,1,135,0,1
1000+,Financial Services,Paid Ads,5,5.5,5,3,1,1,0,29,65,1
11-50,Professional Services,Paid Ads,5,9.6,9,1,1,0,0,58,0,1
11-50,Healthcare,Organic Search,3,6.9,4,1,1,0,0,172,41,0
11-50,Retail,Organic Search,4,9.2,2,1,1,0,1,153,24,1
11-50,Technology,Organic Search,6,5.0,2,0,1,1,0,118,77,0
51-200,Healthcare,Direct,7,11.1,2,1,1,1,1,172,58,1
1000+,Technology,Social Media,2,1.9,4,1,1,0,1,157,55,1
1000+,Retail,Social Media,4,2.0,1,0,2,0,1,111,58,0
51-200,Financial Services,Event,5,6.8,1,0,1,0,0,100,66,1
51-200,Education,Social Media,4,6.2,2,1,1,1,0,117,14,1
501-1000,Financial Services,Organic Search,8,8.0,4,1,1,0,1,144,0,1
1000+,Manufacturing,Direct,3,3.5,1,1,3,0,0,172,83,1
11-50,Financial Services,Paid Ads,6,3.5,0,0,1,1,0,59,48,0
51-200,Retail,Referral,3,9.2,2,1,1,0,0,54,60,0
501-1000,Healthcare,Direct,9,4.2,3,3,0,1,0,24,32,1
11-50,Healthcare,Organic Search,6,9.0,3,2,1,1,0,2,76,1
51-200,Financial Services,Paid Ads,6,8.0,1,1,1,1,1,64,4,1
1000+,Technology,Direct,6,1.9,3,0,0,0,0,45,39,0
1000+,Technology,Referral,5,8.8,4,2,0,0,0,161,58,0
1000+,Education,Paid Ads,8,10.7,2,0,0,0,0,88,41,0
201-500,Healthcare,Direct,5,10.0,1,1,1,1,0,125,83,0
11-50,Technology,Direct,3,1.1,2,2,0,0,0,38,0,0
11-50,Education,Direct,4,6.9,1,1,0,1,0,82,65,0
51-200,Technology,Organic Search,2,11.0,0,0,3,1,0,145,79,0
51-200,Healthcare,Event,2,7.6,2,1,2,0,1,43,7,1
51-200,Retail,Social Media,3,4.2,5,0,1,1,1,71,57,1
51-200,Education,Social Media,8,3.1,0,0,0,0,0,108,5,0
51-200,Retail,Organic Search,5,8.5,0,0,2,1,0,36,56,0
201-500,Healthcare,Referral,7,9.5,3,1,1,1,0,107,31,1
11-50,Education,Organic Search,2,11.0,5,1,3,0,0,111,74,0
11-50,Technology,Direct,4,11.0,6,1,1,0,0,96,21,0
1-10,Education,Referral,6,4.7,2,2,1,0,0,30,33,0
11-50,Professional Services,Social Media,6,7.6,3,0,1,1,0,133,2,1
501-1000,Education,Organic Search,4,2.1,2,1,1,0,1,150,66,0
51-200,Financial Services,Paid Ads,3,2.0,1,0,0,0,0,44,3,0
11-50,Technology,Referral,5,1.8,2,1,4,0,1,20,60,1
201-500,Retail,Event,2,11.2,1,1,4,0,0,92,31,1
51-200,Manufacturing,Social Media,7,2.7,1,1,3,1,1,32,84,0
1-10,Manufacturing,Organic Search,6,6.3,0,0,0,0,0,56,12,1
11-50,Education,Referral,5,5.8,3,0,1,0,0,118,57,1
11-50,Retail,Paid Ads,10,4.6,3,1,0,1,0,37,17,0
201-500,Financial Services,Referral,3,6.9,2,0,2,0,0,66,4,1
11-50,Healthcare,Referral,5,1.0,1,0,2,0,1,60,78,0
1-10,Technology,Organic Search,6,5.2,2,0,2,0,0,129,79,0
1-10,Technology,Organic Search,4,6.3,1,0,1,1,0,144,89,1
51-200,Technology,Social Media,7,9.8,2,0,1,1,0,157,16,1
1-10,Professional Services,Referral,4,8.7,4,2,2,0,1,21,72,1
501-1000,Retail,Organic Search,5,10.3,1,1,2,0,0,138,44,0
11-50,Manufacturing,Referral,6,5.1,2,2,3,0,0,50,20,0
51-200,Healthcare,Referral,3,2.5,2,0,1,0,0,161,35,0
51-200,Retail,Organic Search,3,5.4,2,1,1,0,0,96,15,1
51-200,Professional Services,Organic Search,4,11.6,2,1,2,0,0,165,55,0
1-10,Professional Services,Paid Ads,8,3.4,3,2,1,0,0,72,52,0
501-1000,Manufacturing,Event,8,2.9,5,0,1,1,0,58,15,1
501-1000,Professional Services,Organic Search,6,11.4,3,3,2,0,0,149,70,0
1-10,Manufacturing,Direct,6,11.4,4,1,0,0,0,64,50,0
